human_translations,opus-tatoeba-en-tr_bleu,m2m100-418M_bleu,NLLB200-3.3B_bleu,translategemma-4b_bleu,llama3.1-IT-8B_bleu,finetuned-llama3.1-IT-8B_bleu
Emily gerçeği söyleyip söylememesi gerektiğini uzun uzun düşündü.,20.873176328735713,6.413885305524152,32.66828640925501,20.612390921238415,5.669791110976001,13.958734303905356
Emily onun gerçeği söyleyip söylememesi gerektiğini uzun uzun düşündü.,18.094495256969623,5.660233915657916,42.13952948452608,8.054496384843702,6.082317172853827,5.630400552901077
Ryan ödüle uygun olup olmadığını öğrendi.,23.356898886410004,20.164945583740657,23.356898886410004,20.164945583740657,7.267884212102741,20.164945583740657
Ryan onun ödüle uygun olup olmadığını öğrendi.,23.356898886410004,20.164945583740657,54.10822690539397,17.747405280050266,20.164945583740657,18.575057999133595
Natalie yurt dışına taşınmaya hazır olup olmadığını düşündü.,62.401954419369176,20.164945583740657,25.965358893403383,42.7287006396234,78.25422900366438,100.00000000000004
Natalie onun yurt dışına taşınmaya hazır olup olmadığını düşündü.,55.0695314903184,18.04438612975343,21.401603033752977,28.997844147152072,17.747405280050266,80.70557274927978
George kitabı ödünç alıp alamayacağını sordu.,100.00000000000004,14.25876976452075,25.848657697858535,54.10822690539397,11.339582221952005,41.11336169005198
George onun  kitabı ödünç alıp alamayacağını sordu.,72.89545183625967,14.25876976452075,14.25876976452075,54.10822690539397,11.339582221952005,27.890014303843827
Chloe bütün görevleri yapıp yapmadığını kontrol etti.,23.356898886410004,20.164945583740657,24.0785655451027,19.070828081828378,19.070828081828378,34.57207846419411
"Chloe, onun bütün görevleri yapıp yapmadığını kontrol etti.",18.190371142855735,18.04438612975343,18.094495256969623,20.130954856436926,17.0653267718276,18.04438612975343
Adam sınavı geçip geçmediğini bilmiyordu.,50.81327481546147,100.00000000000004,100.00000000000004,8.643019616048525,100.00000000000004,100.00000000000004
"Adam, onun sınavı geçip geçmediğini bilmiyordu.",36.409302398068725,56.98363775444274,50.000000000000014,13.134549472120788,38.49815007763549,38.49815007763549
Alex başarılı olup olmayacağını merak etti.,64.34588841607616,27.77619034011791,26.269098944241588,70.71067811865478,27.48254571080018,27.48254571080018
"Alex, onun başarılı olup olmayacağını merak etti.",34.191776499651844,12.411264901419447,19.740631366145518,67.52918218126553,6.316906128202129,19.199242796476845
Maria biraz daha bekleyip beklememesi gerektiğini sordu.,23.263472697663286,10.552670315936318,11.339582221952005,9.425159511373677,20.164945583740657,13.134549472120788
Maria onun biraz daha bekleyip beklememesi gerektiğini sordu.,11.708995388048026,10.552670315936318,11.339582221952005,42.7287006396234,10.923299908191149,11.59119922599073
David yeterince zamanı olup olmadığını düşündü.,27.77619034011791,12.223075560872525,13.134549472120788,11.339582221952005,23.356898886410004,15.619699684601283
David onun yeterince zamanı olup olmadığını düşündü.,39.44243648327556,12.223075560872525,9.980099403873663,21.10534063187263,23.356898886410004,27.05411345269698
Samuel e-postayı bugün gönderip göndermemesi gerektiğini düşündü.,35.64026463354184,24.0785655451027,22.772101321113862,11.99014838091355,9.425159511373677,14.984885384519536
Samuel onun e-postayı bugün gönderip göndermemesi gerektiğini düşündü.,24.177237023718654,20.873176328735713,23.87517132417732,11.99014838091355,6.892168295481107,12.990065970129487
Lisa işe alınıp alınmayacağını merak etti.,8.643019616048525,13.134549472120788,7.267884212102741,22.089591134157878,19.070828081828378,26.269098944241588
"Lisa, onun işe alınıp alınmayacağını merak etti.",6.495032985064742,6.413885305524152,6.413885305524152,66.06328636027612,10.923299908191149,23.099966849728546
Benjamin daha fazla hazırlaması gerekip gerekmediğini sordu.,100.00000000000004,22.31618068926664,22.31618068926664,11.868405219520975,22.089591134157878,50.000000000000014
Benjamin onun daha fazla hazırlaması gerekip gerekmediğini sordu.,76.72796459606589,14.25876976452075,12.549310621989482,11.868405219520975,14.25876976452075,36.88939732334405
James teklifi kabul edip etmemesi gerektiğini düşündü.,37.68499164492418,13.888095170058955,54.10822690539397,33.03164318013807,23.356898886410004,22.089591134157878
James onun teklifi kabul edip etmemesi gerektiğini düşündü.,20.873176328735713,12.256200970377108,33.76459109063278,33.03164318013807,33.03164318013807,11.339582221952005
Olivia doğru kararı verip vermediğini merak etti.,70.71067811865478,11.339582221952005,100.00000000000004,6.742555929751843,48.549177170732335,59.460355750136046
Olivia onun doğru kararı verip vermediğini merak etti.,49.62644776757999,6.742555929751843,48.549177170732335,15.851165692617155,48.549177170732335,49.62644776757999
Sophia toplantıya katılıp katılamayacağını sordu.,14.535768424205482,13.134549472120788,24.736929544091932,61.47881529512643,13.134549472120788,64.34588841607616
Sophia onun toplantıya katılıp katılamayacağını sordu.,45.48019047027906,15.619699684601283,16.341219448835542,15.207218222740094,11.339582221952005,67.31821382417488
Daniel teklifi reddetmesi gerekip gerekmediğini tartıştı.,27.48254571080018,15.619699684601283,13.134549472120788,7.267884212102741,8.643019616048525,41.11336169005198
"Daniel, onun teklifi reddetmesi gerekip gerekmediğini tartıştı.",11.708995388048026,17.095888249825922,14.57516139687571,13.784336590962209,14.25876976452075,36.28241434631104
Victoria hazırlanmak için yeterince zamanı olup olmadığını merak etti.,21.36435031981171,41.72261448611505,5.6042333754805735,16.59038701421971,5.61480827173619,18.575057999133595
"Victoria, onun hazırlanmak için yeterince zamanı olup olmadığını merak etti.",11.17616954959852,41.065171472719314,9.042713792226897,17.423472443716534,17.242221289766626,15.20797122409784
Anna yıllardır hayranı olduğu sanatçıyla tanıştı.,48.892302243490086,38.260294162784476,48.892302243490086,13.134549472120788,7.809849842300641,48.892302243490086
"Anna, onun yıllardır hayranı olduğu sanatçıyla tanıştı.",34.191776499651844,37.70794596593209,37.70794596593209,14.57516139687571,5.8689248188165335,34.191776499651844
Maria yanıltıcı olduğunu düşündüğü makaleyi okudu.,100.00000000000004,54.10822690539397,70.71067811865478,70.71067811865478,20.164945583740657,54.10822690539397
Maria onun yanıltıcı olduğunu düşündüğü makaleyi okudu.,24.598127518343304,54.10822690539397,75.06238537503395,31.020161970069985,22.089591134157878,70.71067811865478
"Thomas, çalışmalarını sergilemeyi düşündüğü galeriye yaklaştı.",27.890014303843827,50.000000000000014,11.339582221952005,13.888095170058955,11.339582221952005,11.99014838091355
"Thomas, onun çalışmalarını sergilemeyi düşündüğü galeriye yaklaştı.",24.177237023718654,26.663544297126496,14.25876976452075,12.256200970377108,4.368583925857938,11.99014838091355
Julia Paris’e ilk geldiği günü hatırladı.,64.34588841607616,9.820366272512825,64.34588841607616,13.134549472120788,64.34588841607616,54.10822690539397
Julia onun Paris’e ilk geldiği günü hatırladı.,55.780028607687655,8.513058489093439,54.10822690539397,54.10822690539397,55.780028607687655,30.213753973567677
Sarah daha önce röportaj yaptığı yazarı ziyaret etti.,44.12484512922978,100.00000000000004,100.00000000000004,78.25422900366438,32.260135189272866,24.274588585366175
Sarah onun daha önce röportaj yaptığı yazarı ziyaret etti.,33.27714551776236,79.56371661921447,79.56371661921447,78.25422900366438,67.16877364745231,39.93879176377878
Olivia her zaman ders çalıştığı kafeye uğradı.,38.49815007763549,22.772101321113862,13.888095170058955,21.10534063187263,13.83254362586636,51.54486831107658
"Olivia, onun her zaman ders çalıştığı kafeye uğradı.",27.585129929794586,10.175282441454787,15.483936657938646,22.957488466614326,20.024850746991504,33.10175185585076
Sophia heyecan verici olacağını düşündüğü bir film seçti.,100.00000000000004,78.25422900366438,78.25422900366438,13.545994273378144,32.46679154750989,78.25422900366438
Sophia onun heyecan verici olacağını düşündüğü bir film seçti.,79.56371661921447,78.25422900366438,78.25422900366438,13.354339892249618,69.89307622784945,78.25422900366438
Noah çocukken oynadığı parka girdi.,100.00000000000004,13.134549472120788,64.34588841607616,11.99014838091355,43.47208719449914,53.7284965911771
Noah onun çocukken oynadığı parka girdi.,67.31821382417488,13.134549472120788,64.34588841607616,10.552670315936318,5.522397783539471,32.17294420803808
Jacob derinden hayranlık duyduğu bilim insanını sorguladı.,13.134549472120788,6.27465531099474,6.27465531099474,9.980099403873663,13.134549472120788,11.339582221952005
Jacob onun derinden hayranlık duyduğu bilim insanını sorguladı.,11.59119922599073,6.27465531099474,17.747405280050266,8.913765521398126,41.11336169005198,11.339582221952005
Emma hep görmeyi hayal ettiği şehri ziyaret etti.,100.00000000000004,59.00468726392806,78.25422900366438,24.808415001701817,59.00468726392806,59.00468726392806
Emma onun hep görmeyi hayal ettiği şehri ziyaret etti.,79.56371661921447,59.00468726392806,54.91004867761124,28.46946938149361,59.00468726392806,59.00468726392806
Belgeyi kaybettiğinden şüphelendi.,100.00000000000004,35.35533905932737,100.00000000000004,10.682175159905853,6.567274736060395,30.213753973567677
Belgeyi onun kaybettiğinden şüphelendi.,16.37226966703825,16.37226966703825,49.76093899250716,6.567274736060395,8.116697886877475,6.567274736060395
"O, gergin hissettiğini fısıldadı.",19.37692912686648,9.688464563433238,100.00000000000004,22.957488466614326,17.965205598154213,34.98330125272251
"O, onun gergin hissettiğini fısıldadı.",15.090767577522726,7.545383788761362,19.43309443637607,30.739407647563215,19.43309443637607,28.64190457979541
Sırrı saklayacağına dair söz verdi.,40.93653765389909,9.688464563433238,34.98330125272251,24.446151121745054,8.745825313180632,26.269098944241588
"Onun, sırrı saklayacağına dair söz verdi.",23.45000810620359,5.862502026550899,35.64026463354184,23.356898886410004,5.815868174415823,35.64026463354184
Daha fazla zamana ihtiyacı olduğunu açıkladı.,100.00000000000004,15.207218222740094,100.00000000000004,100.00000000000004,15.207218222740094,100.00000000000004
"Onun, daha fazla zamana ihtiyacı olduğunu açıkladı.",60.80253214198355,5.854497694024015,76.72796459606589,35.49481056010054,14.25876976452075,32.46679154750989
Sorunu çözdüğünü bildirdi.,31.947155212313625,15.97357760615681,35.35533905932737,100.00000000000004,39.76353643835254,6.567274736060395
"Onun, sorunu çözdüğünü bildirdi.",11.521590992286539,9.688464563433238,36.06452879987789,43.47208719449914,43.47208719449914,7.267884212102741
Tek başına idare edebileceğini varsaydı.,17.965205598154213,19.357693493908812,10.40059768900531,7.809849842300641,10.40059768900531,9.652434877402245
"Onun, tek başına idare edebileceğini varsaydı.",6.916271812933183,6.971729121692201,23.263472697663286,6.27465531099474,7.267884212102741,23.356898886410004
Konserden keyif aldığını söyledi.,42.7287006396234,24.880469496253564,24.880469496253564,100.00000000000004,21.3643503198117,10.682175159905853
"Onun, konserden keyif aldığını söyledi.",26.654295575896295,15.090767577522726,15.090767577522726,36.55552228545123,14.535768424205482,15.207218222740094
Adresi unutabileceğinden korktu.,18.99589214128981,15.97357760615681,100.00000000000004,10.682175159905853,8.116697886877475,5.522397783539471
"Onun, adresi unutabileceğinden korktu.",9.688464563433238,8.745825313180632,32.46679154750989,6.567274736060396,9.652434877402245,7.267884212102741
Yine geç kaldığını farketti.,32.46679154750989,6.567274736060396,32.46679154750989,10.682175159905853,7.809849842300641,12.223075560872525
"Onun, yine geç kaldığını farketti.",15.207218222740094,6.567274736060396,15.619699684601283,7.809849842300641,8.9730240870212,13.134549472120788
Fırsatı kaçırdığını itiraf etti.,50.81327481546147,50.81327481546147,41.11336169005198,34.57207846419409,30.213753973567677,100.00000000000004
"Onun, fırsatı kaçırdığını itiraf etti.",19.43309443637607,64.31870218238025,80.91067115702207,54.10822690539397,19.43309443637607,44.82700320176826
Gezide gördüklerini anlattı.,100.00000000000004,21.3643503198117,30.213753973567677,59.460355750136046,9.652434877402245,18.99589214128981
"Onun, gezide gördüklerini anlattı.",32.55563013321615,17.491650626361256,32.46679154750989,32.46679154750989,8.116697886877475,7.809849842300641
Ne söylemek istediğini hatırladı.,100.00000000000004,42.7287006396234,100.00000000000004,50.81327481546147,41.11336169005198,100.00000000000004
"Onun, ne söylemek istediğini hatırladı.",44.82700320176826,15.84873897212071,80.91067115702207,43.47208719449914,15.207218222740094,43.47208719449914
Dün söz verdiği şeyi unuttu.,20.801195378010608,11.51015341649912,14.535768424205482,100.00000000000004,17.965205598154213,12.223075560872525
"Onun, dün söz verdiği şeyi unuttu.",12.975849993980747,6.971729121692201,17.026116978186877,54.44460596606694,11.631736348831643,16.515821590069034
Koridorda duyduğu şeyi tekrar etti.,11.521590992286539,8.116697886877475,11.521590992286539,53.7284965911771,11.521590992286539,6.567274736060395
"Onun, koridorda duyduğu şeyi tekrar etti.",5.876350803261633,5.815868174415823,23.263472697663286,23.356898886410004,6.971729121692201,6.770186228657867
Sözleriyle ne demek istediğini açıkladı.,22.089591134157878,14.535768424205482,44.63236137853328,19.070828081828378,16.233395773754946,44.63236137853328
"Onun, o sözleriyle ne demek istediğini açıkladı.",19.493995755254467,10.923299908191149,46.713797772820016,51.33450480401705,16.515821590069034,51.33450480401705
Daha önce yazdıklarını hatırladı.,100.00000000000004,23.643540225079395,50.81327481546147,46.30777161991026,46.30777161991026,50.81327481546147
Onun daha önce yazdıklarını hatırladı.,54.75182535069452,10.40059768900531,51.69731539571708,13.485111859503684,54.75182535069452,51.69731539571708
Projede neye ihtiyacı olduğunu açıkladı.,61.47881529512643,26.269098944241588,19.357693493908812,4.767707020457095,16.233395773754946,19.070828081828378
"Onun, projede neye ihtiyacı olduğunu açıkladı.",53.29462628216855,22.772101321113862,21.64910073203448,20.164945583740657,11.386050660556931,41.11336169005198
Gerçekten yapabileceklerinin farkına vardı.,12.70331870386537,12.70331870386537,12.70331870386537,8.116697886877475,10.682175159905853,6.567274736060396
"Onun, gerçekten yapabileceklerinin farkına vardı.",7.160476144948854,7.160476144948854,7.160476144948854,6.567274736060396,4.196114906296549,6.567274736060396
Erken ayrılıp ayrılmaması gerektiğini sordu.,32.46679154750989,17.965205598154213,17.965205598154213,11.044795567078939,14.535768424205482,20.556680845025987
"Onun, erken ayrılıp ayrılmaması gerektiğini sordu.",21.64910073203448,11.631736348831643,21.64910073203448,9.980099403873663,5.815868174415823,25.848657697858535
Daha iyi bir yer bulup bulamayacağını merak etti.,75.06238537503395,29.071536848410968,37.99178428257963,75.98356856515926,6.27465531099474,67.86502681586727
"Onun, daha iyi bir yer bulup bulamayacağını merak etti.",48.88290318657944,16.058516370438436,16.058516370438436,72.92571723872932,69.89307622784945,89.31539818068698
Daha fazla bilgiye ihtiyacı olup olmadığını belirledi.,46.713797772820016,46.713797772820016,100.00000000000004,25.848657697858535,11.386050660556931,50.000000000000014
"Onun, daha fazla bilgiye ihtiyacı olup olmadığını belirledi.",28.240990488565412,28.240990488565412,65.48907866815301,69.89307622784945,8.913765521398126,34.48444257953326
Gerçeği söylemek zorunda olup olmadığını düşündü.,13.74127285540009,15.84873897212071,11.044795567078939,6.567274736060395,41.11336169005198,15.207218222740094
"Onun, gerçeği söylemek zorunda olup olmadığını düşündü.",9.846052248031862,9.599621398238423,11.59119922599073,10.552670315936318,6.413885305524152,9.846052248031862
Işıkları kapatıp kapatmadığını kontrol etti.,100.00000000000004,26.269098944241588,100.00000000000004,24.446151121745054,17.747405280050266,22.089591134157878
"Onun, ışıkları kapatıp kapatmadığını kontrol etti.",54.44460596606694,21.191828141393902,54.44460596606694,19.070828081828378,54.44460596606694,84.08964152537145
Taşınmaya hazır olup olmadığını düşündü.,53.7284965911771,26.269098944241588,53.7284965911771,22.089591134157878,6.567274736060396,22.089591134157878
"Onun, taşınmaya hazır olup olmadığını düşündü.",23.263472697663286,22.772101321113862,37.68499164492418,33.03164318013807,33.03164318013807,33.03164318013807
Artık kimseye güvenip güvenemeyeceğini sorguladı.,53.7284965911771,14.535768424205482,19.357693493908812,9.652434877402245,16.233395773754946,10.682175159905853
"Onun, artık kimseye güvenip güvenemeyeceğini sorguladı.",36.409302398068725,6.770186228657867,5.876350803261633,12.223075560872525,12.872632311973014,13.134549472120788
Daha sonra katılıp katılamayacağını sordu.,100.00000000000004,18.575057999133602,24.736929544091932,100.00000000000004,54.75182535069452,10.552670315936318
"Onun, daha sonra katılıp katılamayacağını sordu.",54.44460596606694,12.600736402830258,12.975849993980747,84.08964152537145,15.619699684601276,22.31618068926664
Doğru seçimi yapıp yapmadığını düşündü.,100.00000000000004,6.567274736060396,53.7284965911771,6.567274736060395,8.116697886877475,9.535414040914189
"Onun, doğru seçimi yapıp yapmadığını düşündü.",54.44460596606694,5.522397783539471,36.409302398068725,8.054496384843702,10.552670315936318,9.980099403873663
Doğru seçimi yapıp yapmadığından şüphe etti.,16.341219448835542,8.170609724417774,8.515289178380433,8.643019616048525,4.767707020457095,4.767707020457095
Onun doğru seçimi yapıp yapmadığından şüphe etti.,6.916271812933183,5.815868174415823,5.862502026550899,19.070828081828378,12.223075560872525,19.070828081828378
Sınava gerçekten hazır olup olmadığını merak etti.,70.71067811865478,70.71067811865478,70.71067811865478,55.780028607687655,22.31618068926664,16.784459625186194
"Onun, sınava gerçekten hazır olup olmadığını merak etti.",42.13952948452608,42.13952948452608,18.04438612975343,53.7284965911771,9.442944296079734,17.747405280050266
Kitabı ödünç alıp alamayacağını sordu.,18.575057999133602,18.575057999133602,18.575057999133602,18.575057999133602,17.965205598154213,22.089591134157878
"Onun, kitabı ödünç alıp alamayacağını sordu.",54.44460596606694,12.600736402830258,22.31618068926664,54.10822690539397,11.631736348831643,34.57207846419411
Erken gelmesinin beklenip beklenmediğini merak etti.,64.34588841607616,7.267884212102741,22.089591134157878,6.27465531099474,7.809849842300641,51.69731539571708
"Onun, erken gelmesinin beklenip beklenmediğini merak etti.",19.740631366145518,5.795599612995366,20.612390921238415,22.811360354329615,18.141207173155518,42.7287006396234
Başka bir yoldan gidip gitmemesi gerektiğini düşündü.,54.10822690539397,24.0785655451027,6.770186228657867,5.669791110976001,4.990049701936832,5.669791110976001
"Onun, başka bir yoldan gidip gitmemesi gerektiğini düşündü.",42.13952948452608,10.175282441454787,10.175282441454787,4.932351569489709,4.990049701936832,8.913765521398126
Erken çıkıp çıkamayacağını sordu.,17.965205598154213,17.965205598154213,17.965205598154213,16.233395773754946,17.965205598154213,13.134549472120794
"Onun, erken çıkıp çıkamayacağını sordu.",13.74127285540009,13.74127285540009,13.74127285540009,80.91067115702207,15.090767577522726,18.575057999133602
Önemli bir detayı gözden kaçırıp kaçırmadığını merak etti.,66.06328636027612,11.59119922599073,6.413885305524152,19.070828081828378,10.786826322527471,19.070828081828378
"Onun, önemli bir detayı gözden kaçırıp kaçırmadığını merak etti.",69.13086465463164,4.995138898472386,9.027235033938242,23.89997677137506,8.208611846457007,16.59038701421972
Çok güvendiği doktoru selamladı.,66.87403049764218,8.116697886877475,9.652434877402245,5.669791110976001,5.522397783539471,41.11336169005198
"Onun, çok güvendiği doktoru selamladı.",44.82700320176826,6.870636427700047,8.170609724417774,22.089591134157878,13.888095170058955,43.47208719449914
Daha önceden mühürlediği zarfı açtı.,53.7284965911771,17.965205598154213,41.11336169005198,26.269098944241588,24.446151121745054,15.619699684601283
"Onun, daha önceden mühürlediği zarfı açtı.",36.409302398068725,11.631736348831643,22.089591134157878,10.600313379512592,21.191828141393902,11.631736348831643
Her sabah pratik yaptığı alana koştu.,15.619699684601283,15.207218222740094,15.619699684601283,11.99014838091355,14.25876976452075,12.223075560872525
Onun her sabah pratik yaptığı alana koştu.,13.540372457315735,6.916271812933183,13.134549472120788,8.913765521398126,17.747405280050266,12.223075560872525
Cüzdanını kaybettiği geceyi hatırladı.,100.00000000000004,10.682175159905853,100.00000000000004,22.089591134157878,50.81327481546147,14.535768424205482
Onun cüzdanını kaybettiği geceyi hatırladı.,54.75182535069452,10.40059768900531,54.75182535069452,22.31618068926664,5.522397783539471,32.46679154750989
En çok istediği tatlıyı seçti.,48.892302243490086,53.7284965911771,51.69731539571708,51.69731539571708,100.00000000000004,61.47881529512643
"Onun, en çok istediği tatlıyı seçti.",26.647313141084275,23.263472697663286,84.08964152537145,84.08964152537145,70.1396726799769,70.1396726799769
Mektubu aldığı sabahı hatırladı.,100.00000000000004,10.682175159905853,100.00000000000004,20.556680845025987,50.81327481546147,41.11336169005198
"Onun, mektubu aldığı sabahı hatırladı.",44.82700320176826,8.515289178380433,64.31870218238025,6.742555929751843,15.619699684601283,80.91067115702207
Sıkıcı olduğunu düşündüğü filmi izledi.,100.00000000000004,50.81327481546147,100.00000000000004,51.69731539571708,8.116697886877475,51.69731539571708
"Onun, sıkıcı olduğunu düşündüğü filmi izledi.",8.22487964923291,36.409302398068725,84.08964152537145,61.04735835807847,12.223075560872525,61.04735835807847
Sık sık meyve aldığı pazara gitti.,43.47208719449914,20.164945583740657,58.73949094699213,22.089591134157878,14.25876976452075,17.542198478193427
"Onun, sık sık meyve aldığı pazara gitti.",37.70794596593209,20.164945583740657,86.33400213704509,37.99178428257963,23.356898886410004,37.99178428257963
Köprüden gördüğü manzaranın fotoğrafını çekti.,19.357693493908812,19.357693493908812,7.809849842300641,100.00000000000004,19.357693493908812,8.116697886877475
