model,sentence_id,pronoun,subject_type
human_translations,109,biz,overt
human_translations,109,onlar,overt
opus-tatoeba-en-tr,1,sen,overt
opus-tatoeba-en-tr,1,ben,overt
opus-tatoeba-en-tr,2,sen,overt
opus-tatoeba-en-tr,2,ben,overt
opus-tatoeba-en-tr,3,,dropped
opus-tatoeba-en-tr,4,o,overt
opus-tatoeba-en-tr,4,o,overt
opus-tatoeba-en-tr,5,sen,overt
opus-tatoeba-en-tr,5,ben,overt
opus-tatoeba-en-tr,6,o,overt
opus-tatoeba-en-tr,6,o,overt
opus-tatoeba-en-tr,7,,dropped
opus-tatoeba-en-tr,7,ben,overt
opus-tatoeba-en-tr,8,,dropped
opus-tatoeba-en-tr,8,o,overt
opus-tatoeba-en-tr,9,sen,overt
opus-tatoeba-en-tr,9,ben,overt
opus-tatoeba-en-tr,10,o,overt
opus-tatoeba-en-tr,11,,dropped
opus-tatoeba-en-tr,11,ben,overt
opus-tatoeba-en-tr,12,,dropped
opus-tatoeba-en-tr,12,,dropped
opus-tatoeba-en-tr,13,,dropped
opus-tatoeba-en-tr,13,ben,overt
opus-tatoeba-en-tr,14,o,overt
opus-tatoeba-en-tr,14,o,overt
opus-tatoeba-en-tr,15,sen,overt
opus-tatoeba-en-tr,15,ben,overt
opus-tatoeba-en-tr,16,o,overt
opus-tatoeba-en-tr,16,o,overt
opus-tatoeba-en-tr,17,sen,overt
opus-tatoeba-en-tr,17,ben,overt
opus-tatoeba-en-tr,18,kadın,overt
opus-tatoeba-en-tr,18,o,overt
opus-tatoeba-en-tr,19,sen,overt
opus-tatoeba-en-tr,19,ben,overt
opus-tatoeba-en-tr,20,sen,overt
opus-tatoeba-en-tr,21,sen,overt
opus-tatoeba-en-tr,21,ben,overt
opus-tatoeba-en-tr,22,,dropped
opus-tatoeba-en-tr,22,adam,overt
opus-tatoeba-en-tr,23,sen,overt
opus-tatoeba-en-tr,23,ben,overt
opus-tatoeba-en-tr,24,adam,overt
opus-tatoeba-en-tr,24,o,overt
opus-tatoeba-en-tr,25,,dropped
opus-tatoeba-en-tr,25,ben,overt
opus-tatoeba-en-tr,26,kadın,overt
opus-tatoeba-en-tr,26,adam,overt
opus-tatoeba-en-tr,27,,dropped
opus-tatoeba-en-tr,27,,dropped
opus-tatoeba-en-tr,28,sen,overt
opus-tatoeba-en-tr,29,sen,overt
opus-tatoeba-en-tr,29,ben,overt
opus-tatoeba-en-tr,30,adam,overt
opus-tatoeba-en-tr,30,kadın,overt
opus-tatoeba-en-tr,31,,dropped
opus-tatoeba-en-tr,31,sen,overt
opus-tatoeba-en-tr,32,,dropped
opus-tatoeba-en-tr,32,adam,overt
opus-tatoeba-en-tr,33,sen,overt
opus-tatoeba-en-tr,33,ben,overt
opus-tatoeba-en-tr,34,,dropped
opus-tatoeba-en-tr,34,ben,overt
opus-tatoeba-en-tr,35,,dropped
opus-tatoeba-en-tr,35,,dropped
opus-tatoeba-en-tr,36,sen,overt
opus-tatoeba-en-tr,36,ben,overt
opus-tatoeba-en-tr,37,,dropped
opus-tatoeba-en-tr,37,o,overt
opus-tatoeba-en-tr,38,,dropped
opus-tatoeba-en-tr,38,sen,overt
opus-tatoeba-en-tr,39,sen,overt
opus-tatoeba-en-tr,39,ben,overt
opus-tatoeba-en-tr,40,,dropped
opus-tatoeba-en-tr,40,adam,overt
opus-tatoeba-en-tr,41,,dropped
opus-tatoeba-en-tr,41,sen,overt
opus-tatoeba-en-tr,42,o,overt
opus-tatoeba-en-tr,42,o,overt
opus-tatoeba-en-tr,43,sen,overt
opus-tatoeba-en-tr,43,ben,overt
opus-tatoeba-en-tr,44,o,overt
opus-tatoeba-en-tr,44,o,overt
opus-tatoeba-en-tr,45,,dropped
opus-tatoeba-en-tr,45,sen,overt
opus-tatoeba-en-tr,46,o,overt
opus-tatoeba-en-tr,46,ben,overt
opus-tatoeba-en-tr,47,,dropped
opus-tatoeba-en-tr,47,,dropped
opus-tatoeba-en-tr,48,sen,overt
opus-tatoeba-en-tr,48,ben,overt
opus-tatoeba-en-tr,49,o,overt
opus-tatoeba-en-tr,49,o,overt
opus-tatoeba-en-tr,50,,dropped
opus-tatoeba-en-tr,50,biz,overt
opus-tatoeba-en-tr,51,,dropped
opus-tatoeba-en-tr,51,o,overt
opus-tatoeba-en-tr,52,,dropped
opus-tatoeba-en-tr,52,sen,overt
opus-tatoeba-en-tr,53,biz,overt
opus-tatoeba-en-tr,53,onlar,overt
opus-tatoeba-en-tr,54,sen,overt
opus-tatoeba-en-tr,54,ben,overt
opus-tatoeba-en-tr,55,o,overt
opus-tatoeba-en-tr,55,o,overt
opus-tatoeba-en-tr,56,ben,overt
opus-tatoeba-en-tr,56,sen,overt
opus-tatoeba-en-tr,57,o,overt
opus-tatoeba-en-tr,57,,dropped
opus-tatoeba-en-tr,58,sen,overt
opus-tatoeba-en-tr,58,ben,overt
opus-tatoeba-en-tr,59,o,overt
opus-tatoeba-en-tr,59,o,overt
opus-tatoeba-en-tr,60,,dropped
opus-tatoeba-en-tr,60,biz,overt
opus-tatoeba-en-tr,61,o,overt
opus-tatoeba-en-tr,61,o,overt
opus-tatoeba-en-tr,62,biz,overt
opus-tatoeba-en-tr,62,onlar,overt
opus-tatoeba-en-tr,63,,dropped
opus-tatoeba-en-tr,63,ben,overt
opus-tatoeba-en-tr,64,kadın,overt
opus-tatoeba-en-tr,64,adam,overt
opus-tatoeba-en-tr,65,,dropped
opus-tatoeba-en-tr,65,biz,overt
opus-tatoeba-en-tr,66,sen,overt
opus-tatoeba-en-tr,66,ben,overt
opus-tatoeba-en-tr,67,kız,overt
opus-tatoeba-en-tr,67,o,overt
opus-tatoeba-en-tr,68,onlar,overt
opus-tatoeba-en-tr,68,biz,overt
opus-tatoeba-en-tr,69,adam,overt
opus-tatoeba-en-tr,69,kadın,overt
opus-tatoeba-en-tr,70,siz,overt
opus-tatoeba-en-tr,70,ben,overt
opus-tatoeba-en-tr,71,biz,overt
opus-tatoeba-en-tr,71,onlar,overt
opus-tatoeba-en-tr,72,o,overt
opus-tatoeba-en-tr,72,o,overt
opus-tatoeba-en-tr,73,ben,overt
opus-tatoeba-en-tr,73,sen,overt
opus-tatoeba-en-tr,74,,dropped
opus-tatoeba-en-tr,74,biz,overt
opus-tatoeba-en-tr,75,o,overt
opus-tatoeba-en-tr,75,o,overt
opus-tatoeba-en-tr,76,sen,overt
opus-tatoeba-en-tr,76,ben,overt
opus-tatoeba-en-tr,77,,dropped
opus-tatoeba-en-tr,77,,dropped
opus-tatoeba-en-tr,78,,dropped
opus-tatoeba-en-tr,78,adam,overt
opus-tatoeba-en-tr,79,,dropped
opus-tatoeba-en-tr,80,,dropped
opus-tatoeba-en-tr,80,ben,overt
opus-tatoeba-en-tr,81,biz,overt
opus-tatoeba-en-tr,81,onlar,overt
opus-tatoeba-en-tr,82,o,overt
opus-tatoeba-en-tr,82,o,overt
opus-tatoeba-en-tr,83,,dropped
opus-tatoeba-en-tr,83,,dropped
opus-tatoeba-en-tr,84,,dropped
opus-tatoeba-en-tr,84,biz,overt
opus-tatoeba-en-tr,85,,dropped
opus-tatoeba-en-tr,85,kadın,overt
opus-tatoeba-en-tr,86,ben,overt
opus-tatoeba-en-tr,86,sen,overt
opus-tatoeba-en-tr,87,,dropped
opus-tatoeba-en-tr,87,,dropped
opus-tatoeba-en-tr,88,sen,overt
opus-tatoeba-en-tr,88,ben,overt
opus-tatoeba-en-tr,89,,dropped
opus-tatoeba-en-tr,89,biz,overt
opus-tatoeba-en-tr,90,,dropped
opus-tatoeba-en-tr,90,kadın,overt
opus-tatoeba-en-tr,91,ben,overt
opus-tatoeba-en-tr,91,sen,overt
opus-tatoeba-en-tr,92,,dropped
opus-tatoeba-en-tr,92,,dropped
opus-tatoeba-en-tr,93,,dropped
opus-tatoeba-en-tr,93,,dropped
opus-tatoeba-en-tr,94,onlar,overt
opus-tatoeba-en-tr,94,biz,overt
opus-tatoeba-en-tr,95,adam,overt
opus-tatoeba-en-tr,95,kadın,overt
opus-tatoeba-en-tr,96,ben,overt
opus-tatoeba-en-tr,96,sen,overt
opus-tatoeba-en-tr,97,,dropped
opus-tatoeba-en-tr,97,,dropped
opus-tatoeba-en-tr,98,,dropped
opus-tatoeba-en-tr,98,biz,overt
opus-tatoeba-en-tr,99,adam,overt
opus-tatoeba-en-tr,99,kadın,overt
opus-tatoeba-en-tr,100,ben,overt
opus-tatoeba-en-tr,100,sen,overt
opus-tatoeba-en-tr,101,,dropped
opus-tatoeba-en-tr,101,biz,overt
opus-tatoeba-en-tr,102,sen,overt
opus-tatoeba-en-tr,102,ben,overt
opus-tatoeba-en-tr,103,adam,overt
opus-tatoeba-en-tr,103,kadın,overt
opus-tatoeba-en-tr,104,,dropped
opus-tatoeba-en-tr,104,sen,overt
opus-tatoeba-en-tr,105,,dropped
opus-tatoeba-en-tr,105,,dropped
opus-tatoeba-en-tr,106,,dropped
opus-tatoeba-en-tr,106,ben,overt
opus-tatoeba-en-tr,107,,dropped
opus-tatoeba-en-tr,107,,dropped
opus-tatoeba-en-tr,108,adam,overt
opus-tatoeba-en-tr,108,kadın,overt
opus-tatoeba-en-tr,109,,dropped
opus-tatoeba-en-tr,109,onlar,overt
m2m100-418M,1,,dropped
m2m100-418M,1,ben,overt
m2m100-418M,2,,dropped
m2m100-418M,2,,dropped
m2m100-418M,3,,dropped
m2m100-418M,4,,dropped
m2m100-418M,4,,dropped
m2m100-418M,5,,dropped
m2m100-418M,5,,dropped
m2m100-418M,6,,dropped
m2m100-418M,6,,dropped
m2m100-418M,7,,dropped
m2m100-418M,7,,dropped
m2m100-418M,8,,dropped
m2m100-418M,8,,dropped
m2m100-418M,9,,dropped
m2m100-418M,9,ben,overt
m2m100-418M,10,,dropped
m2m100-418M,11,,dropped
m2m100-418M,11,,dropped
m2m100-418M,12,,dropped
m2m100-418M,12,o,overt
m2m100-418M,13,sen,overt
m2m100-418M,13,,dropped
m2m100-418M,14,,dropped
m2m100-418M,14,,dropped
m2m100-418M,15,sen,overt
m2m100-418M,15,ben,overt
m2m100-418M,16,,dropped
m2m100-418M,16,,dropped
m2m100-418M,17,sen,overt
m2m100-418M,17,ben,overt
m2m100-418M,18,,dropped
m2m100-418M,18,,dropped
m2m100-418M,19,sen,overt
m2m100-418M,19,ben,overt
m2m100-418M,20,,dropped
m2m100-418M,21,,dropped
m2m100-418M,21,,dropped
m2m100-418M,22,,dropped
m2m100-418M,22,,dropped
m2m100-418M,23,,dropped
m2m100-418M,23,,dropped
m2m100-418M,24,,dropped
m2m100-418M,24,,dropped
m2m100-418M,25,,dropped
m2m100-418M,25,,dropped
m2m100-418M,26,,dropped
m2m100-418M,26,,dropped
m2m100-418M,27,,dropped
m2m100-418M,27,,dropped
m2m100-418M,28,,dropped
m2m100-418M,29,,dropped
m2m100-418M,29,,dropped
m2m100-418M,30,,dropped
m2m100-418M,30,o,overt
m2m100-418M,31,ben,overt
m2m100-418M,31,,dropped
m2m100-418M,32,,dropped
m2m100-418M,32,,dropped
m2m100-418M,33,,dropped
m2m100-418M,33,ben,overt
m2m100-418M,34,,dropped
m2m100-418M,34,,dropped
m2m100-418M,35,,dropped
m2m100-418M,35,,dropped
m2m100-418M,36,,dropped
m2m100-418M,36,ben,overt
m2m100-418M,37,o,overt
m2m100-418M,37,,dropped
m2m100-418M,38,,dropped
m2m100-418M,38,,dropped
m2m100-418M,39,,dropped
m2m100-418M,39,,dropped
m2m100-418M,40,,dropped
m2m100-418M,40,,dropped
m2m100-418M,41,ben,overt
m2m100-418M,41,,dropped
m2m100-418M,42,,dropped
m2m100-418M,42,,dropped
m2m100-418M,43,,dropped
m2m100-418M,43,,dropped
m2m100-418M,44,,dropped
m2m100-418M,44,,dropped
m2m100-418M,45,,dropped
m2m100-418M,45,siz,overt
m2m100-418M,46,,dropped
m2m100-418M,46,ben,overt
m2m100-418M,47,,dropped
m2m100-418M,47,,dropped
m2m100-418M,48,,dropped
m2m100-418M,48,ben,overt
m2m100-418M,49,,dropped
m2m100-418M,49,,dropped
m2m100-418M,50,,dropped
m2m100-418M,50,,dropped
m2m100-418M,51,,dropped
m2m100-418M,51,,dropped
m2m100-418M,52,,dropped
m2m100-418M,52,,dropped
m2m100-418M,53,,dropped
m2m100-418M,53,,dropped
m2m100-418M,54,,dropped
m2m100-418M,54,,dropped
m2m100-418M,55,,dropped
m2m100-418M,55,,dropped
m2m100-418M,56,ben,overt
m2m100-418M,56,,dropped
m2m100-418M,57,,dropped
m2m100-418M,57,,dropped
m2m100-418M,58,,dropped
m2m100-418M,58,ben,overt
m2m100-418M,59,,dropped
m2m100-418M,59,,dropped
m2m100-418M,60,onlar,overt
m2m100-418M,60,,dropped
m2m100-418M,61,,dropped
m2m100-418M,61,,dropped
m2m100-418M,62,,dropped
m2m100-418M,62,,dropped
m2m100-418M,63,,dropped
m2m100-418M,63,ben,overt
m2m100-418M,64,,dropped
m2m100-418M,64,,dropped
m2m100-418M,65,,dropped
m2m100-418M,65,,dropped
m2m100-418M,66,,dropped
m2m100-418M,66,,dropped
m2m100-418M,67,,dropped
m2m100-418M,67,,dropped
m2m100-418M,68,,dropped
m2m100-418M,68,,dropped
m2m100-418M,69,,dropped
m2m100-418M,69,,dropped
m2m100-418M,70,,dropped
m2m100-418M,70,,dropped
m2m100-418M,71,biz,overt
m2m100-418M,71,onlar,overt
m2m100-418M,72,,dropped
m2m100-418M,72,,dropped
m2m100-418M,73,,dropped
m2m100-418M,73,,dropped
m2m100-418M,74,onlar,overt
m2m100-418M,74,,dropped
m2m100-418M,75,,dropped
m2m100-418M,75,,dropped
m2m100-418M,76,,dropped
m2m100-418M,76,,dropped
m2m100-418M,77,,dropped
m2m100-418M,77,,dropped
m2m100-418M,78,,dropped
m2m100-418M,78,o,overt
m2m100-418M,79,o,overt
m2m100-418M,80,,dropped
m2m100-418M,80,,dropped
m2m100-418M,81,,dropped
m2m100-418M,81,,dropped
m2m100-418M,82,,dropped
m2m100-418M,82,,dropped
m2m100-418M,83,,dropped
m2m100-418M,83,,dropped
m2m100-418M,84,onlar,overt
m2m100-418M,84,biz,overt
m2m100-418M,85,,dropped
m2m100-418M,85,,dropped
m2m100-418M,86,,dropped
m2m100-418M,86,,dropped
m2m100-418M,87,biz,overt
m2m100-418M,87,onlar,overt
m2m100-418M,88,sen,overt
m2m100-418M,88,ben,overt
m2m100-418M,89,,dropped
m2m100-418M,89,,dropped
m2m100-418M,90,,dropped
m2m100-418M,90,,dropped
m2m100-418M,91,ben,overt
m2m100-418M,91,,dropped
m2m100-418M,92,biz,overt
m2m100-418M,92,onlar,overt
m2m100-418M,93,,dropped
m2m100-418M,93,,dropped
m2m100-418M,94,,dropped
m2m100-418M,94,,dropped
m2m100-418M,95,,dropped
m2m100-418M,95,,dropped
m2m100-418M,96,,dropped
m2m100-418M,96,,dropped
m2m100-418M,97,,dropped
m2m100-418M,97,,dropped
m2m100-418M,98,onlar,overt
m2m100-418M,98,,dropped
m2m100-418M,99,o,overt
m2m100-418M,99,o,overt
m2m100-418M,100,ben,overt
m2m100-418M,100,,dropped
m2m100-418M,101,,dropped
m2m100-418M,101,,dropped
m2m100-418M,102,sen,overt
m2m100-418M,102,ben,overt
m2m100-418M,103,,dropped
m2m100-418M,103,,dropped
m2m100-418M,104,,dropped
m2m100-418M,104,,dropped
m2m100-418M,105,,dropped
m2m100-418M,105,,dropped
m2m100-418M,106,,dropped
m2m100-418M,106,ben,overt
m2m100-418M,107,,dropped
m2m100-418M,107,,dropped
m2m100-418M,108,,dropped
m2m100-418M,108,,dropped
m2m100-418M,109,,dropped
m2m100-418M,109,,dropped
NLLB200-3.3B,1,,dropped
NLLB200-3.3B,1,ben,overt
NLLB200-3.3B,2,,dropped
NLLB200-3.3B,2,ben,overt
NLLB200-3.3B,3,,dropped
NLLB200-3.3B,4,o,overt
NLLB200-3.3B,4,o,overt
NLLB200-3.3B,5,sen,overt
NLLB200-3.3B,5,ben,overt
NLLB200-3.3B,6,o,overt
NLLB200-3.3B,6,o,overt
NLLB200-3.3B,7,sen,overt
NLLB200-3.3B,7,ben,overt
NLLB200-3.3B,8,o,overt
NLLB200-3.3B,8,o,overt
NLLB200-3.3B,9,sen,overt
NLLB200-3.3B,9,ben,overt
NLLB200-3.3B,10,,dropped
NLLB200-3.3B,11,,dropped
NLLB200-3.3B,11,ben,overt
NLLB200-3.3B,12,o,overt
NLLB200-3.3B,12,o,overt
NLLB200-3.3B,13,sen,overt
NLLB200-3.3B,13,ben,overt
NLLB200-3.3B,14,kadın,overt
NLLB200-3.3B,14,erkek,overt
NLLB200-3.3B,15,sen,overt
NLLB200-3.3B,15,ben,overt
NLLB200-3.3B,16,o,overt
NLLB200-3.3B,16,o,overt
NLLB200-3.3B,17,sen,overt
NLLB200-3.3B,17,ben,overt
NLLB200-3.3B,18,kadın,overt
NLLB200-3.3B,18,erkek,overt
NLLB200-3.3B,19,sen,overt
NLLB200-3.3B,19,ben,overt
NLLB200-3.3B,20,sen,overt
NLLB200-3.3B,21,,dropped
NLLB200-3.3B,21,ben,overt
NLLB200-3.3B,22,kadın,overt
NLLB200-3.3B,22,erkek,overt
NLLB200-3.3B,23,sen,overt
NLLB200-3.3B,23,ben,overt
NLLB200-3.3B,24,o,overt
NLLB200-3.3B,24,o,overt
NLLB200-3.3B,25,sen,overt
NLLB200-3.3B,25,ben,overt
NLLB200-3.3B,26,o,overt
NLLB200-3.3B,26,o,overt
NLLB200-3.3B,27,,dropped
NLLB200-3.3B,27,,dropped
NLLB200-3.3B,28,sen,overt
NLLB200-3.3B,29,sen,overt
NLLB200-3.3B,29,ben,overt
NLLB200-3.3B,30,,dropped
NLLB200-3.3B,30,o,overt
NLLB200-3.3B,31,ben,overt
NLLB200-3.3B,31,sen,overt
NLLB200-3.3B,32,karısı,overt
NLLB200-3.3B,32,kocası,overt
NLLB200-3.3B,33,sen,overt
NLLB200-3.3B,33,ben,overt
NLLB200-3.3B,34,o,overt
NLLB200-3.3B,34,ben,overt
NLLB200-3.3B,35,o,overt
NLLB200-3.3B,35,o,overt
NLLB200-3.3B,36,,dropped
NLLB200-3.3B,36,ben,overt
NLLB200-3.3B,37,o,overt
NLLB200-3.3B,37,kadın,overt
NLLB200-3.3B,38,,dropped
NLLB200-3.3B,38,sen,overt
NLLB200-3.3B,39,sen,overt
NLLB200-3.3B,39,ben,overt
NLLB200-3.3B,40,kadın,overt
NLLB200-3.3B,40,erkek,overt
NLLB200-3.3B,41,ben,overt
NLLB200-3.3B,41,sen,overt
NLLB200-3.3B,42,o,overt
NLLB200-3.3B,42,kadın,overt
NLLB200-3.3B,43,,dropped
NLLB200-3.3B,43,ben,overt
NLLB200-3.3B,44,o,overt
NLLB200-3.3B,44,o,overt
NLLB200-3.3B,45,ben,overt
NLLB200-3.3B,45,sen,overt
NLLB200-3.3B,46,o,overt
NLLB200-3.3B,46,ben,overt
NLLB200-3.3B,47,,dropped
NLLB200-3.3B,47,ben,overt
NLLB200-3.3B,48,sen,overt
NLLB200-3.3B,48,ben,overt
NLLB200-3.3B,49,o,overt
NLLB200-3.3B,49,o,overt
NLLB200-3.3B,50,,dropped
NLLB200-3.3B,50,biz,overt
NLLB200-3.3B,51,karısı,overt
NLLB200-3.3B,51,kocası,overt
NLLB200-3.3B,52,,dropped
NLLB200-3.3B,52,sen,overt
NLLB200-3.3B,53,biz,overt
NLLB200-3.3B,53,onlar,overt
NLLB200-3.3B,54,sen,overt
NLLB200-3.3B,54,ben,overt
NLLB200-3.3B,55,adam,overt
NLLB200-3.3B,55,kadın,overt
NLLB200-3.3B,56,ben,overt
NLLB200-3.3B,56,sen,overt
NLLB200-3.3B,57,o,overt
NLLB200-3.3B,57,kocası,overt
NLLB200-3.3B,58,sen,overt
NLLB200-3.3B,58,ben,overt
NLLB200-3.3B,59,o,overt
NLLB200-3.3B,59,kadın,overt
NLLB200-3.3B,60,onlar,overt
NLLB200-3.3B,60,biz,overt
NLLB200-3.3B,61,kadın,overt
NLLB200-3.3B,61,erkek,overt
NLLB200-3.3B,62,biz,overt
NLLB200-3.3B,62,onlar,overt
NLLB200-3.3B,63,sen,overt
NLLB200-3.3B,63,ben,overt
NLLB200-3.3B,64,kocası,overt
NLLB200-3.3B,64,karısı,overt
NLLB200-3.3B,65,onlar,overt
NLLB200-3.3B,65,biz,overt
NLLB200-3.3B,66,sen,overt
NLLB200-3.3B,66,ben,overt
NLLB200-3.3B,67,o,overt
NLLB200-3.3B,67,o,overt
NLLB200-3.3B,68,,dropped
NLLB200-3.3B,68,biz,overt
NLLB200-3.3B,69,o,overt
NLLB200-3.3B,69,kadın,overt
NLLB200-3.3B,70,sen,overt
NLLB200-3.3B,70,ben,overt
NLLB200-3.3B,71,biz,overt
NLLB200-3.3B,71,onlar,overt
NLLB200-3.3B,72,o,overt
NLLB200-3.3B,72,o,overt
NLLB200-3.3B,73,ben,overt
NLLB200-3.3B,73,,dropped
NLLB200-3.3B,74,onlar,overt
NLLB200-3.3B,74,biz,overt
NLLB200-3.3B,75,o,overt
NLLB200-3.3B,75,o,overt
NLLB200-3.3B,76,sen,overt
NLLB200-3.3B,76,ben,overt
NLLB200-3.3B,77,,dropped
NLLB200-3.3B,77,onlar,overt
NLLB200-3.3B,78,o,overt
NLLB200-3.3B,78,o,overt
NLLB200-3.3B,79,,dropped
NLLB200-3.3B,80,sen,overt
NLLB200-3.3B,80,ben,overt
NLLB200-3.3B,81,biz,overt
NLLB200-3.3B,81,onlar,overt
NLLB200-3.3B,82,o,overt
NLLB200-3.3B,82,o,overt
NLLB200-3.3B,83,,dropped
NLLB200-3.3B,83,,dropped
NLLB200-3.3B,84,onlar,overt
NLLB200-3.3B,84,biz,overt
NLLB200-3.3B,85,o,overt
NLLB200-3.3B,85,o,overt
NLLB200-3.3B,86,ben,overt
NLLB200-3.3B,86,sen,overt
NLLB200-3.3B,87,biz,overt
NLLB200-3.3B,87,onlar,overt
NLLB200-3.3B,88,sen,overt
NLLB200-3.3B,88,ben,overt
NLLB200-3.3B,89,,dropped
NLLB200-3.3B,89,bizler,overt
NLLB200-3.3B,90,,dropped
NLLB200-3.3B,90,o,overt
NLLB200-3.3B,91,ben,overt
NLLB200-3.3B,91,sen,overt
NLLB200-3.3B,92,biz,overt
NLLB200-3.3B,92,onlar,overt
NLLB200-3.3B,93,o,overt
NLLB200-3.3B,93,o,overt
