model,group_id,sentence_id,coreference,subject,overt
human_translations,96,191,1,-,0
human_translations,96,192,0,-,0
human_translations,96,192,0,onun,1
opus-tatoeba-en-tr,1,1,1,-,0
opus-tatoeba-en-tr,1,2,0,-,0
opus-tatoeba-en-tr,2,3,1,-,0
opus-tatoeba-en-tr,2,4,0,onun,1
opus-tatoeba-en-tr,3,5,1,-,0
opus-tatoeba-en-tr,3,6,0,onun,1
opus-tatoeba-en-tr,4,7,1,-,0
opus-tatoeba-en-tr,4,8,0,-,0
opus-tatoeba-en-tr,5,9,1,-,0
opus-tatoeba-en-tr,5,10,0,onun,1
opus-tatoeba-en-tr,6,11,1,-,0
opus-tatoeba-en-tr,6,12,0,-,0
opus-tatoeba-en-tr,7,13,1,-,0
opus-tatoeba-en-tr,7,14,0,onun,1
opus-tatoeba-en-tr,8,15,1,-,0
opus-tatoeba-en-tr,8,16,0,-,0
opus-tatoeba-en-tr,9,17,1,-,0
opus-tatoeba-en-tr,9,18,0,onun,1
opus-tatoeba-en-tr,10,19,1,-,0
opus-tatoeba-en-tr,10,20,0,-,0
opus-tatoeba-en-tr,11,21,1,-,0
opus-tatoeba-en-tr,11,22,0,-,0
opus-tatoeba-en-tr,12,23,1,-,0
opus-tatoeba-en-tr,12,24,0,-,0
opus-tatoeba-en-tr,13,25,1,-,0
opus-tatoeba-en-tr,13,26,0,-,0
opus-tatoeba-en-tr,14,27,1,-,0
opus-tatoeba-en-tr,14,28,0,-,0
opus-tatoeba-en-tr,15,29,1,-,0
opus-tatoeba-en-tr,15,30,0,-,0
opus-tatoeba-en-tr,16,31,1,-,0
opus-tatoeba-en-tr,16,32,0,-,0
opus-tatoeba-en-tr,17,33,1,-,0
opus-tatoeba-en-tr,17,34,0,-,0
opus-tatoeba-en-tr,18,35,1,-,0
opus-tatoeba-en-tr,18,36,0,-,0
opus-tatoeba-en-tr,19,37,1,-,0
opus-tatoeba-en-tr,19,38,0,-,0
opus-tatoeba-en-tr,20,39,1,-,0
opus-tatoeba-en-tr,20,40,0,-,0
opus-tatoeba-en-tr,21,41,1,-,0
opus-tatoeba-en-tr,21,42,0,-,0
opus-tatoeba-en-tr,22,43,1,-,0
opus-tatoeba-en-tr,22,44,0,-,0
opus-tatoeba-en-tr,23,45,1,-,0
opus-tatoeba-en-tr,23,46,0,-,0
opus-tatoeba-en-tr,24,47,1,-,0
opus-tatoeba-en-tr,24,48,0,-,0
opus-tatoeba-en-tr,25,49,1,-,0
opus-tatoeba-en-tr,25,50,0,-,0
opus-tatoeba-en-tr,26,51,1,-,0
opus-tatoeba-en-tr,26,52,0,onun,1
opus-tatoeba-en-tr,27,53,1,-,0
opus-tatoeba-en-tr,27,54,0,-,0
opus-tatoeba-en-tr,28,55,1,-,0
opus-tatoeba-en-tr,28,56,0,-,0
opus-tatoeba-en-tr,29,57,1,-,0
opus-tatoeba-en-tr,29,58,0,-,0
opus-tatoeba-en-tr,30,59,1,-,0
opus-tatoeba-en-tr,30,60,0,-,0
opus-tatoeba-en-tr,31,61,1,-,0
opus-tatoeba-en-tr,31,62,0,-,0
opus-tatoeba-en-tr,32,63,1,-,0
opus-tatoeba-en-tr,32,64,0,-,0
opus-tatoeba-en-tr,33,65,1,-,0
opus-tatoeba-en-tr,33,66,0,-,0
opus-tatoeba-en-tr,34,67,1,-,0
opus-tatoeba-en-tr,34,68,0,-,0
opus-tatoeba-en-tr,35,69,1,-,0
opus-tatoeba-en-tr,35,70,0,-,0
opus-tatoeba-en-tr,36,71,1,-,0
opus-tatoeba-en-tr,36,72,0,-,0
opus-tatoeba-en-tr,37,73,1,-,0
opus-tatoeba-en-tr,37,74,0,-,0
opus-tatoeba-en-tr,38,75,1,-,0
opus-tatoeba-en-tr,38,76,0,-,0
opus-tatoeba-en-tr,39,77,1,-,0
opus-tatoeba-en-tr,39,78,0,-,0
opus-tatoeba-en-tr,40,79,1,-,0
opus-tatoeba-en-tr,40,80,0,-,0
opus-tatoeba-en-tr,41,81,1,-,0
opus-tatoeba-en-tr,41,82,0,-,0
opus-tatoeba-en-tr,42,83,1,-,0
opus-tatoeba-en-tr,42,84,0,-,0
opus-tatoeba-en-tr,43,85,1,-,0
opus-tatoeba-en-tr,43,86,0,-,0
opus-tatoeba-en-tr,44,87,1,-,0
opus-tatoeba-en-tr,44,88,0,-,0
opus-tatoeba-en-tr,45,89,1,-,0
opus-tatoeba-en-tr,45,90,0,-,0
opus-tatoeba-en-tr,46,91,1,-,0
opus-tatoeba-en-tr,46,92,0,-,0
opus-tatoeba-en-tr,47,93,1,-,0
opus-tatoeba-en-tr,47,94,0,-,0
opus-tatoeba-en-tr,48,95,1,-,0
opus-tatoeba-en-tr,48,96,0,-,0
opus-tatoeba-en-tr,49,97,1,-,0
opus-tatoeba-en-tr,49,98,0,-,0
opus-tatoeba-en-tr,50,99,1,-,0
opus-tatoeba-en-tr,50,100,0,-,0
opus-tatoeba-en-tr,51,101,1,-,0
opus-tatoeba-en-tr,51,102,0,-,0
opus-tatoeba-en-tr,52,103,1,-,0
opus-tatoeba-en-tr,52,103,1,-,0
opus-tatoeba-en-tr,52,104,0,-,0
opus-tatoeba-en-tr,52,104,0,-,0
opus-tatoeba-en-tr,53,105,1,-,0
opus-tatoeba-en-tr,53,105,1,-,0
opus-tatoeba-en-tr,53,106,0,-,0
opus-tatoeba-en-tr,53,106,0,-,0
opus-tatoeba-en-tr,54,107,1,-,0
opus-tatoeba-en-tr,54,107,1,-,0
opus-tatoeba-en-tr,54,108,0,-,0
opus-tatoeba-en-tr,54,108,0,-,0
opus-tatoeba-en-tr,55,109,1,-,0
opus-tatoeba-en-tr,55,109,1,-,0
opus-tatoeba-en-tr,55,110,0,-,0
opus-tatoeba-en-tr,55,110,0,-,0
opus-tatoeba-en-tr,56,111,1,-,0
opus-tatoeba-en-tr,56,111,1,-,0
opus-tatoeba-en-tr,56,112,0,-,0
opus-tatoeba-en-tr,56,112,0,-,0
opus-tatoeba-en-tr,57,113,1,-,0
opus-tatoeba-en-tr,57,113,1,-,0
opus-tatoeba-en-tr,57,114,0,-,0
opus-tatoeba-en-tr,57,114,0,-,0
opus-tatoeba-en-tr,58,115,1,-,0
opus-tatoeba-en-tr,58,115,1,-,0
opus-tatoeba-en-tr,58,116,0,-,0
opus-tatoeba-en-tr,58,116,0,-,0
opus-tatoeba-en-tr,59,117,1,-,0
opus-tatoeba-en-tr,59,117,1,-,0
opus-tatoeba-en-tr,59,118,0,-,0
opus-tatoeba-en-tr,59,118,0,-,0
opus-tatoeba-en-tr,60,119,1,-,0
opus-tatoeba-en-tr,60,119,1,-,0
opus-tatoeba-en-tr,60,120,0,-,0
opus-tatoeba-en-tr,60,120,0,-,0
opus-tatoeba-en-tr,61,121,1,-,0
opus-tatoeba-en-tr,61,121,1,-,0
opus-tatoeba-en-tr,61,122,0,-,0
opus-tatoeba-en-tr,61,122,0,-,0
opus-tatoeba-en-tr,62,123,1,-,0
opus-tatoeba-en-tr,62,123,1,-,0
opus-tatoeba-en-tr,62,124,0,-,0
opus-tatoeba-en-tr,62,124,0,-,0
opus-tatoeba-en-tr,63,125,1,-,0
opus-tatoeba-en-tr,63,125,1,-,0
opus-tatoeba-en-tr,63,126,0,-,0
opus-tatoeba-en-tr,63,126,0,-,0
opus-tatoeba-en-tr,64,127,1,-,0
opus-tatoeba-en-tr,64,127,1,-,0
opus-tatoeba-en-tr,64,128,0,-,0
opus-tatoeba-en-tr,64,128,0,-,0
opus-tatoeba-en-tr,65,129,1,-,0
opus-tatoeba-en-tr,65,129,1,-,0
opus-tatoeba-en-tr,65,130,0,-,0
opus-tatoeba-en-tr,65,130,0,-,0
opus-tatoeba-en-tr,66,131,1,-,0
opus-tatoeba-en-tr,66,131,1,-,0
opus-tatoeba-en-tr,66,132,0,-,0
opus-tatoeba-en-tr,66,132,0,-,0
opus-tatoeba-en-tr,67,133,1,-,0
opus-tatoeba-en-tr,67,133,1,-,0
opus-tatoeba-en-tr,67,134,0,-,0
opus-tatoeba-en-tr,67,134,0,-,0
opus-tatoeba-en-tr,68,135,1,-,0
opus-tatoeba-en-tr,68,135,1,-,0
opus-tatoeba-en-tr,68,136,0,-,0
opus-tatoeba-en-tr,68,136,0,-,0
opus-tatoeba-en-tr,69,137,1,-,0
opus-tatoeba-en-tr,69,137,1,-,0
opus-tatoeba-en-tr,69,138,0,-,0
opus-tatoeba-en-tr,69,138,0,-,0
opus-tatoeba-en-tr,70,139,1,-,0
opus-tatoeba-en-tr,70,139,1,-,0
opus-tatoeba-en-tr,70,140,0,-,0
opus-tatoeba-en-tr,70,140,0,-,0
opus-tatoeba-en-tr,71,141,1,-,0
opus-tatoeba-en-tr,71,141,1,-,0
opus-tatoeba-en-tr,71,142,0,-,0
opus-tatoeba-en-tr,71,142,0,-,0
opus-tatoeba-en-tr,72,143,1,-,0
opus-tatoeba-en-tr,72,143,1,-,0
opus-tatoeba-en-tr,72,144,0,-,0
opus-tatoeba-en-tr,72,144,0,-,0
opus-tatoeba-en-tr,73,145,1,-,0
opus-tatoeba-en-tr,73,145,1,-,0
opus-tatoeba-en-tr,73,146,0,-,0
opus-tatoeba-en-tr,73,146,0,-,0
opus-tatoeba-en-tr,74,147,1,-,0
opus-tatoeba-en-tr,74,147,1,-,0
opus-tatoeba-en-tr,74,148,0,-,0
opus-tatoeba-en-tr,74,148,0,-,0
opus-tatoeba-en-tr,75,149,1,-,0
opus-tatoeba-en-tr,75,149,1,-,0
opus-tatoeba-en-tr,75,150,0,-,0
opus-tatoeba-en-tr,75,150,0,-,0
opus-tatoeba-en-tr,76,151,1,-,0
opus-tatoeba-en-tr,76,151,1,-,0
opus-tatoeba-en-tr,76,152,0,-,0
opus-tatoeba-en-tr,76,152,0,-,0
opus-tatoeba-en-tr,77,153,1,-,0
opus-tatoeba-en-tr,77,153,1,-,0
opus-tatoeba-en-tr,77,154,0,-,0
opus-tatoeba-en-tr,77,154,0,-,0
opus-tatoeba-en-tr,78,155,1,-,0
opus-tatoeba-en-tr,78,155,1,-,0
opus-tatoeba-en-tr,78,156,0,-,0
opus-tatoeba-en-tr,78,156,0,-,0
opus-tatoeba-en-tr,79,157,1,-,0
opus-tatoeba-en-tr,79,157,1,-,0
opus-tatoeba-en-tr,79,158,0,-,0
opus-tatoeba-en-tr,79,158,0,-,0
opus-tatoeba-en-tr,80,159,1,-,0
opus-tatoeba-en-tr,80,159,1,-,0
opus-tatoeba-en-tr,80,160,0,-,0
opus-tatoeba-en-tr,80,160,0,-,0
opus-tatoeba-en-tr,81,161,1,-,0
opus-tatoeba-en-tr,81,161,1,-,0
opus-tatoeba-en-tr,81,162,0,-,0
opus-tatoeba-en-tr,81,162,0,-,0
opus-tatoeba-en-tr,82,163,1,-,0
opus-tatoeba-en-tr,82,163,1,-,0
opus-tatoeba-en-tr,82,164,0,-,0
opus-tatoeba-en-tr,82,164,0,-,0
opus-tatoeba-en-tr,83,165,1,-,0
opus-tatoeba-en-tr,83,165,1,-,0
opus-tatoeba-en-tr,83,166,0,-,0
opus-tatoeba-en-tr,83,166,0,-,0
opus-tatoeba-en-tr,84,167,1,-,0
opus-tatoeba-en-tr,84,167,1,-,0
opus-tatoeba-en-tr,84,168,0,-,0
opus-tatoeba-en-tr,84,168,0,-,0
opus-tatoeba-en-tr,85,169,1,-,0
opus-tatoeba-en-tr,85,169,1,-,0
opus-tatoeba-en-tr,85,170,0,-,0
opus-tatoeba-en-tr,85,170,0,-,0
opus-tatoeba-en-tr,86,171,1,-,0
opus-tatoeba-en-tr,86,171,1,-,0
opus-tatoeba-en-tr,86,172,0,-,0
opus-tatoeba-en-tr,86,172,0,-,0
opus-tatoeba-en-tr,87,173,1,-,0
opus-tatoeba-en-tr,87,173,1,-,0
opus-tatoeba-en-tr,87,174,0,-,0
opus-tatoeba-en-tr,87,174,0,-,0
opus-tatoeba-en-tr,88,175,1,-,0
opus-tatoeba-en-tr,88,175,1,-,0
opus-tatoeba-en-tr,88,176,0,-,0
opus-tatoeba-en-tr,88,176,0,-,0
opus-tatoeba-en-tr,89,177,1,-,0
opus-tatoeba-en-tr,89,177,1,-,0
opus-tatoeba-en-tr,89,178,0,-,0
opus-tatoeba-en-tr,89,178,0,-,0
opus-tatoeba-en-tr,90,179,1,o,1
opus-tatoeba-en-tr,90,179,1,-,0
opus-tatoeba-en-tr,90,180,0,o,1
opus-tatoeba-en-tr,90,180,0,-,0
opus-tatoeba-en-tr,91,181,1,-,0
opus-tatoeba-en-tr,91,181,1,-,0
opus-tatoeba-en-tr,91,182,0,-,0
opus-tatoeba-en-tr,91,182,0,-,0
opus-tatoeba-en-tr,92,183,1,-,0
opus-tatoeba-en-tr,92,183,1,-,0
opus-tatoeba-en-tr,92,184,0,-,0
opus-tatoeba-en-tr,92,184,0,onun,1
opus-tatoeba-en-tr,93,185,1,-,0
opus-tatoeba-en-tr,93,185,1,-,0
opus-tatoeba-en-tr,93,186,0,-,0
opus-tatoeba-en-tr,93,186,0,onun,1
opus-tatoeba-en-tr,94,187,1,-,0
opus-tatoeba-en-tr,94,187,1,-,0
opus-tatoeba-en-tr,94,188,0,-,0
opus-tatoeba-en-tr,94,188,0,-,0
opus-tatoeba-en-tr,95,189,1,-,0
opus-tatoeba-en-tr,95,189,1,-,0
opus-tatoeba-en-tr,95,190,0,-,0
opus-tatoeba-en-tr,95,190,0,-,0
opus-tatoeba-en-tr,96,191,1,-,0
opus-tatoeba-en-tr,96,191,1,-,0
opus-tatoeba-en-tr,96,192,0,-,0
opus-tatoeba-en-tr,96,192,0,-,0
m2m100-418M,1,1,1,-,0
m2m100-418M,1,2,0,-,0
m2m100-418M,2,3,1,-,0
m2m100-418M,2,4,0,-,0
m2m100-418M,3,5,1,-,0
m2m100-418M,3,6,0,-,0
m2m100-418M,4,7,1,-,0
m2m100-418M,4,8,0,-,0
m2m100-418M,5,9,1,-,0
m2m100-418M,5,10,0,-,0
m2m100-418M,6,11,1,-,0
m2m100-418M,6,12,0,-,0
m2m100-418M,7,13,1,-,0
m2m100-418M,7,14,0,-,0
m2m100-418M,8,15,1,-,0
m2m100-418M,8,16,0,-,0
m2m100-418M,9,17,1,-,0
m2m100-418M,9,18,0,-,0
m2m100-418M,10,19,1,-,0
m2m100-418M,10,20,0,-,0
m2m100-418M,11,21,1,-,0
m2m100-418M,11,22,0,-,0
m2m100-418M,12,23,1,-,0
m2m100-418M,12,24,0,-,0
m2m100-418M,13,25,1,-,0
m2m100-418M,13,26,0,-,0
m2m100-418M,14,27,1,-,0
m2m100-418M,14,28,0,-,0
m2m100-418M,15,29,1,-,0
m2m100-418M,15,30,0,-,0
m2m100-418M,16,31,1,-,0
m2m100-418M,16,32,0,-,0
m2m100-418M,17,33,1,-,0
m2m100-418M,17,34,0,-,0
m2m100-418M,18,35,1,-,0
m2m100-418M,18,36,0,-,0
m2m100-418M,19,37,1,-,0
m2m100-418M,19,38,0,-,0
m2m100-418M,20,39,1,-,0
m2m100-418M,20,40,0,-,0
m2m100-418M,21,41,1,-,0
m2m100-418M,21,42,0,-,0
m2m100-418M,22,43,1,-,0
m2m100-418M,22,44,0,-,0
m2m100-418M,23,45,1,-,0
m2m100-418M,23,46,0,-,0
m2m100-418M,24,47,1,-,0
m2m100-418M,24,48,0,-,0
m2m100-418M,25,49,1,-,0
m2m100-418M,25,50,0,-,0
m2m100-418M,26,51,1,-,0
m2m100-418M,26,52,0,-,0
m2m100-418M,27,53,1,-,0
m2m100-418M,27,54,0,-,0
m2m100-418M,28,55,1,-,0
m2m100-418M,28,56,0,-,0
m2m100-418M,29,57,1,-,0
m2m100-418M,29,58,0,-,0
m2m100-418M,30,59,1,-,0
m2m100-418M,30,60,0,-,0
m2m100-418M,31,61,1,-,0
m2m100-418M,31,62,0,-,0
m2m100-418M,32,63,1,-,0
m2m100-418M,32,64,0,-,0
m2m100-418M,33,65,1,-,0
m2m100-418M,33,66,0,-,0
m2m100-418M,34,67,1,-,0
m2m100-418M,34,68,0,-,0
m2m100-418M,35,69,1,-,0
m2m100-418M,35,70,0,-,0
m2m100-418M,36,71,1,-,0
m2m100-418M,36,72,0,-,0
m2m100-418M,37,73,1,-,0
m2m100-418M,37,74,0,-,0
m2m100-418M,38,75,1,-,0
m2m100-418M,38,76,0,-,0
m2m100-418M,39,77,1,-,0
m2m100-418M,39,78,0,-,0
m2m100-418M,40,79,1,-,0
m2m100-418M,40,80,0,-,0
m2m100-418M,41,81,1,-,0
m2m100-418M,41,82,0,-,0
m2m100-418M,42,83,1,-,0
m2m100-418M,42,84,0,-,0
m2m100-418M,43,85,1,-,0
m2m100-418M,43,86,0,-,0
m2m100-418M,44,87,1,-,0
m2m100-418M,44,88,0,-,0
m2m100-418M,45,89,1,-,0
m2m100-418M,45,90,0,-,0
m2m100-418M,46,91,1,-,0
m2m100-418M,46,92,0,-,0
m2m100-418M,47,93,1,-,0
m2m100-418M,47,94,0,-,0
m2m100-418M,48,95,1,-,0
m2m100-418M,48,96,0,-,0
m2m100-418M,49,97,1,-,0
m2m100-418M,49,98,0,-,0
m2m100-418M,50,99,1,-,0
m2m100-418M,50,100,0,-,0
m2m100-418M,51,101,1,-,0
m2m100-418M,51,102,0,-,0
m2m100-418M,52,103,1,-,0
m2m100-418M,52,103,1,-,0
m2m100-418M,52,104,0,-,0
m2m100-418M,52,104,0,-,0
m2m100-418M,53,105,1,-,0
m2m100-418M,53,105,1,kendisinin,1
m2m100-418M,53,106,0,-,0
m2m100-418M,53,106,0,onun,1
m2m100-418M,54,107,1,-,0
m2m100-418M,54,107,1,-,0
m2m100-418M,54,108,0,-,0
m2m100-418M,54,108,0,kendisinin,1
m2m100-418M,55,109,1,-,0
m2m100-418M,55,109,1,-,0
m2m100-418M,55,110,0,-,0
m2m100-418M,55,110,0,-,0
m2m100-418M,56,111,1,-,0
m2m100-418M,56,111,1,-,0
m2m100-418M,56,112,0,-,0
m2m100-418M,56,112,0,-,0
m2m100-418M,57,113,1,-,0
m2m100-418M,57,113,1,-,0
m2m100-418M,57,114,0,-,0
m2m100-418M,57,114,0,-,0
m2m100-418M,58,115,1,-,0
m2m100-418M,58,115,1,-,0
m2m100-418M,58,116,0,-,0
m2m100-418M,58,116,0,-,0
m2m100-418M,59,117,1,-,0
m2m100-418M,59,117,1,-,0
m2m100-418M,59,118,0,-,0
m2m100-418M,59,118,0,-,0
m2m100-418M,60,119,1,-,0
m2m100-418M,60,119,1,-,0
m2m100-418M,60,120,0,-,0
m2m100-418M,60,120,0,-,0
m2m100-418M,61,121,1,-,0
m2m100-418M,61,121,1,-,0
m2m100-418M,61,122,0,-,0
m2m100-418M,61,122,0,-,0
m2m100-418M,62,123,1,-,0
m2m100-418M,62,123,1,-,0
m2m100-418M,62,124,0,-,0
m2m100-418M,62,124,0,-,0
m2m100-418M,63,125,1,-,0
m2m100-418M,63,125,1,-,0
m2m100-418M,63,126,0,-,0
m2m100-418M,63,126,0,-,0
m2m100-418M,64,127,1,-,0
m2m100-418M,64,127,1,-,0
m2m100-418M,64,128,0,-,0
m2m100-418M,64,128,0,-,0
m2m100-418M,65,129,1,-,0
m2m100-418M,65,129,1,-,0
m2m100-418M,65,130,0,-,0
m2m100-418M,65,130,0,-,0
