human_translations,opus-tatoeba-en-tr_bleu,m2m100-418M_bleu,NLLB200-3.3B_bleu,translategemma-4b_bleu,llama3.1-IT-8B_bleu,finetuned-llama3.1-IT-8B_bleu
"Sen yazı seviyorsun, ben ise kışı özlüyorum.",21.573652645054942,4.8734989388136185,44.63236137853328,11.59119922599073,5.934202609760488,7.129384882260374
"O gelmeye bile zahmet etmezken, o erkenden geldi.",10.552670315936318,10.552670315936318,9.864703138979419,11.016798394984658,6.27465531099474,6.567274736060395
"Ben dürüstlüğe değer veriyorum, sen ise kolay olanı tercih ediyorsun.",16.73594937001884,13.664845439199912,32.16094349518416,4.521356896113449,4.85851417160653,16.73594937001884
"O hızlı konuşuyor, ama o cevap vermekte aceleci değil.",9.425159511373677,5.3990167242108145,14.323145079400492,9.425159511373677,15.187207110382285,8.913765521398126
"Sen dış görünüme odaklanıyorsun, ben ise özüne.",11.339582221952005,19.070828081828378,6.495032985064742,17.747405280050266,19.070828081828378,9.980099403873663
"O roman okur, ben ise belgeselleri tercih ederim",19.493995755254467,9.870315683072759,39.281465090051306,10.552670315936318,23.356898886410004,11.99014838091355
O her gün pratik yaparken o sadece ilham geldiğinde oynuyor.,9.030367376343264,13.152507170126716,31.702331385234313,24.384183193426086,4.996872151825361,31.7023313852343
"Sen sessizlikte huzur buluyorsun, ben ise gürültüyle besleniyorum.",9.425159511373677,5.0735520042259505,6.033504141761816,20.90067144241744,5.61480827173619,18.04438612975343
"O her kuruşu biriktirir, o ise düşünmeden harcar.",26.70867978449923,19.03868163669695,18.575057999133595,21.721856265678966,5.934202609760488,5.063996506781409
Ben sosyal etkinliklerden hoşlanırım ama sen hep gitmek için bir bahane ararsın.,23.90108882452813,13.67440667823257,15.727800941615358,12.011055432195764,13.065113298388567,20.80375826108923
Sen herkese kolayca güveniyorsun ama ben öyle değilim.,20.612390921238415,6.4790667469036025,11.99014838091355,11.59119922599073,11.59119922599073,33.76459109063278
O hemen affeder ama o kincidir.,6.567274736060396,7.809849842300641,11.339582221952005,5.522397783539471,6.27465531099474,7.267884212102741
"Ben düzeni severim, sen ise kaosu seviyor gibisin.",29.797147054518852,5.61480827173619,27.75806054476852,27.77619034011791,4.932351569489709,17.747405280050266
O kurallara karşı gelirken o her zaman uyar.,9.980099403873663,4.935157841536379,5.522397783539471,11.339582221952005,5.522397783539471,5.6042333754805735
"Sen hızlı sonuç istiyorsun, ben ise sabra inanıyorum.",21.36435031981171,8.60169543650466,5.630400552901077,12.06700828352363,10.147104008451905,10.229197414177778
O büyük hayaller kurarken o başarısızlıktan korkar.,37.99178428257963,6.770186228657867,23.356898886410004,8.913765521398126,11.339582221952005,20.164945583740657
Ben sorumluluk aldım ama sen sorumluluktan kaçtın.,12.600736402830258,6.567274736060396,27.05411345269698,6.27465531099474,12.600736402830258,13.134549472120788
"O güvenliği seçti, ben ise macerayı.",13.540372457315735,23.356898886410004,37.68499164492418,11.99014838091355,36.55552228545123,6.770186228657867
Sen tereddüt ediyor olabilirsin ama ben bu riski alacağım.,28.319415510892387,5.630400552901077,9.469167282754096,20.90067144241744,20.90067144241744,12.862534787413379
"Sen evde kalmayı seviyorsun, ben ise sabahtan akşama kadar dışarıda olmayı.",58.33510584342541,15.133218633429316,28.495577603220287,6.839596061560946,6.423094863383858,12.571192676522521
"O insanlara kolayca güvenir, o ise herkesin niyetini sorgular.",60.34148992419808,9.027235033938242,60.34148992419808,25.45093860020286,10.252286118120933,27.338535134616688
"Onlar her kurala uyar, biz ise gerektiğinde esnetmeyi tercih ederiz",25.211936184349828,8.913765521398126,22.997519112894437,28.295596283263514,7.347053125977879,14.323145079400492
"O düşüncelerini açıkça söyler, o ise kendine saklar.",5.6042333754805735,6.033504141761816,8.51659301881964,14.458924666162856,5.865587580131999,4.6192151051305474
"Ben her detayı planlamayı severim, sen ise anlık hareket etmeyi.",17.242221289766626,8.139165682360764,14.473710747837549,9.238430210261097,4.065425428798724,10.571070857151538
"Biz uzun vadeli hedeflere odaklanırız, onlar ise hızlı kazanımların peşinden koşar.",22.499268274284365,7.817610446892725,13.177929630227897,36.61926362999428,24.177037175577333,22.434531552409887
Sen sadece riskleri görüyorsun ama ben sağlayabileceği yararların da farkındayım.,26.20251007173262,5.0243511979240845,28.997844147152072,4.932351569489709,11.208466750961147,8.403703759902122
"O duygusal tepki verir, o ise son derece mantıklı davranır.",14.458924666162856,8.51659301881964,8.913765521398126,9.669265690880861,16.2617017151949,8.130850857597448
"Ben çatışmaları yumuşak bir şekilde çözmeye çalışırım, sen ise sorunların üstüne üstüne gidersin.",3.68437174244679,18.990420965596826,11.675085829206237,13.834368456410946,33.855556615493064,50.62586532254357
"O deneyimlere yatırım yapar, o ise parasının çoğunu teknolojik aletlere harcar",19.156928817239653,4.062582855427254,11.016798394984658,13.912311644176565,8.054496384843702,3.234245292096216
"Sen her şeyi düzenlersin, bense oldukları yerde bırakırım.",11.114924776032007,4.990049701936832,13.065113298388567,4.789232204309912,4.065425428798724,11.114924776032007
"O kalabalık bir ekipte gelişirken, o yalnız çalışmayı tercih eder.",17.827531042796252,8.51659301881964,17.827531042796252,12.874330508144837,8.889175589171739,14.694106251955755
"Onlar her küçük başarıyı kutlar, biz ise enerjimizi büyükler için saklarız.",7.817610446892725,16.2617017151949,15.396503757846464,21.77394442747479,8.201060181277784,12.571192676522521
O değişikliklere hızlıca adapte olurken o alışkanlıklarına bağlıdır.,3.4585921141027365,3.3864985683445354,3.673526562988939,3.21858262703621,4.932351569489709,4.932351569489709
"Biz bilgiyi özgürce paylaşırız, onlar ise her ayrıntıyı saklar.",49.616830003403635,9.545138913210204,16.807407519804237,5.063996506781409,9.993744303650718,28.997844147152072
"Sen hataları başarısızlık olarak görüyorsun, bense alıştırma.",22.416933501922298,4.456882760699064,33.18077402843942,22.416933501922298,14.991106946711685,10.127993013562818
"O topluluk önünde özgüvenle konuşur, o ise fikirlerini yazmayı tercih eder.",13.065113298388567,32.91467773009902,3.4197980307804725,34.79159475128446,15.909385168481824,8.201060181277784
"Onlar fırsat buldukça seyahat eder, biz ise memleketimizden nadiren ayrılırız.",5.063996506781409,4.8395768698246995,35.65506208559251,13.67440667823257,13.065113298388567,14.211672443220438
Sen sabahları erken kalkmayı seviyorsun ama ben kendimi geceleri daha enerjik hissediyorum.,41.36817680097793,12.46291637182236,19.674979811155634,18.20705281109213,13.912311644176565,14.583776460856361
"O eğlencesine bilimsel makaleler okur, o ise suç romanlarını tercih eder.",14.949751774990684,15.909385168481824,41.60751652217846,38.50322886878713,16.06455374563062,8.737167851715874
"Onlar her öğünü evde pişirir, biz ise genelde dışarıda yeriz.",8.606119900909883,4.408194605881708,15.148694266083963,29.782017963590448,10.753659580649467,4.789232204309912
"O artan her parayı biriktirir, o ise küçük lüksler için rahatça harcar.",4.053997537205932,3.7550011571774475,8.549161846379198,3.3613183938332405,7.1933868327348085,13.60617047474575
"Sen daha iç açıcı şeyler konuşmayı seviyorken, ben derin konular konuşmayı severim.",6.330984178784958,3.3930265691828274,4.0451386841269,6.330984178784958,8.090277368253798,6.754312828675709
"Biz en güvenli yolu seçeriz, onlar ise her zaman en heyecanlı olanı.",34.79159475128446,24.20762356517301,59.460355750136046,23.183229599938116,13.834368456410946,18.20705281109213
"O talimatlara harfiyen uyar, o ise en baştan doğaçlama yapar.",17.242221289766626,4.085507150363302,7.474875887495341,11.114924776032007,7.141816289329644,11.390778025531027
"Ben en iyi baskı altında çalışırım, sen ise kendini hazırlamak için zamana ihtiyaç duyarsın.",40.926666521068235,6.167638062423937,9.625807217196781,24.20762356517301,6.725321874176006,21.989282626654568
"Onlar özel günleri daha gürültülü kutlarken, biz daha sakin kutlarız.",8.171014300726602,8.606119900909883,11.510518494396258,8.913765521398126,8.450310992782924,8.130850857597448
"O sezgilerine güvenirken, o dikkatli bir araştırmayı esas alır.",41.72261448611505,4.410363736106612,9.425159511373677,9.425159511373677,9.425159511373677,26.305014340253436
"Sen bireysel projeleri tercih ediyorsun, ben ise büyük bir ekiple çalışmaktan keyif alıyorum.",21.152545079560706,9.535390216798586,8.871146846076115,9.880782578056978,49.2027451538551,8.255532360766697
"Biz evimizi minimal dekore ediyoruz, ama onlar her tarafı eşyayla dolduruyorlar.",9.730313569392523,9.752759118141046,14.625859170647761,16.06455374563062,39.34995962231129,15.263892908971707
"O güneş doğarken antremana gider, o ise gym kapanmadan tam önce.",4.368583925857938,7.347053125977879,6.917184228205474,12.090340630072072,12.011055432195764,11.980914528565991
"O masasını tertemiz tutarken, onunki sürekli kâğıtlarla doludur.",27.77619034011791,4.368583925857938,4.932351569489709,6.43716525407242,3.673526562988939,4.02724819242185
"Sen doğum günlerini hep hatırlıyorsun, ama ben sürekli unutuyorum.",19.331263581394154,5.6775429106661015,19.72940627795883,34.48444257953326,15.851165692617155,19.72940627795883
"Biz klasik müzik dinleriz, onlar ise elektronik ritimlerle dans eder",53.107253497886994,5.0243511979240845,31.702331385234313,28.917849332325716,9.030367376343264,63.15552371794033
"O sır saklamayı bilir, o ise duyduğu haberi anında yayar.",8.913765521398126,4.4959869933858485,15.58010570411745,24.384183193426086,5.063996506781409,4.789232204309912
"O vintage pulları toplar, fakat onun hiç böyle hobileri yoktur.",5.117229509364273,4.503733751056995,4.789232204309912,6.43716525407242,4.016138436407654,4.368583925857938
"Onlar her haftasonu yürüyüşe giderler, ama biz onun yerine evde kalıp kitap okuruz.",56.591192566527035,8.839374326825924,7.692375026049747,6.43716525407242,6.649479326478728,7.432998184513635
"O çok güzel manzara resimleri çizer, o ise soyut tasarımlarda uzmandır.",7.431878014503621,4.100530090638893,18.204308966142435,7.474875887495341,8.224725028069482,4.890450761160591
"Ben her gün taze ekmek pişiriyorum, sen gidip fırından alıyorsun.",52.055103630534376,34.48444257953326,37.7006380454947,28.917849332325716,7.768562846380176,11.633270842295028
"Biz düzenli olarak sinemaya gideriz, ama onlar genelde evde film izler.",10.112616398790836,32.00286101270288,28.539926761459835,24.925832743644712,15.263892908971707,10.700801516876487
"Sen işten önce meditasyon yapıyorsun, ben hiç ara vermeden direk işlere dalıyorum.",46.378783190593225,29.12666304913957,12.067498571385658,6.608973813188645,8.93094818591774,21.97281387499716
Onlar arka bahçeyle ilgileniyorlar; biz de verandamızı eşyalarla dolduruyoruz.,8.054496384843702,8.29519350710986,8.403703759902122,7.768562846380176,8.51659301881964,11.208466750961147
"O her akşam günlük yazar, o ise sosyal medyada gezinmeyi tercih eder.",9.30514025247622,4.277213401227561,24.973194725900534,35.83129187641353,7.528851430380733,20.448007360218387
"Ben işe bisikletle giderim, sen ise her gün arabayla.",9.548450962056531,8.51659301881964,10.252286118120933,12.090340630072072,11.251329738544609,9.669265690880861
"Biz masa oyunu geceleri düzenleriz, onlar ise dans partileri.",7.347053125977879,7.768562846380176,9.55204080682377,11.390778025531027,9.548450962056531,6.917184228205474
"O tarih kitapları okur, o ise sadece bilim dergilerine odaklanır.",14.448814886766836,14.530346490115708,76.91605673134588,45.258880078905584,8.606119900909883,17.491650626361267
"Onlar şafak saatinde kulvarda yüzer, biz ise günün ilerleyen saatlerinde havuz kenarında dinleniriz.",13.485078167116288,3.0266181377145767,11.154876603882443,6.272848091762075,3.0981749906855875,2.908317710573758
"O hafta sonları müzik besteler, o ise durmaksızın podcast dinler.",14.473710747837549,3.3495035708457803,46.17366309441026,37.596635294670186,4.503733751056995,9.669265690880861
"Ben kamışlardan sepet örüyorum, sen dükkandan alıyorsun.",14.923729480049115,10.552670315936318,20.164945583740657,11.208466750961147,5.669791110976001,4.456882760699064
"Biz berrak gecelerde gökyüzündeki yıldızlara bakıp dalıyoruz, onlar erkenden uyuyorlar.",4.02724819242185,7.561318691530973,7.188959550044094,7.347053125977879,4.368583925857938,3.716499092256818
"Onlar yabani orman meyveleri toplar, biz ise her zaman süpermarketten alışveriş yaparız.",14.043459416399552,7.1933868327348085,13.380161378318954,15.396503757846464,6.019608768705656,7.545339613823569
"O şiirlerini yüksek sesle okur, o ise kendi kendine fısıldayarak.",10.127993013562818,9.263986277915475,9.669265690880861,17.9965312717659,27.09198854675628,8.913765521398126
"Ben bonsai ağaçlarıyla ilgilenirim, sen ise sıralar halinde uzun ayçiçekleri yetiştirirsin.",13.792484215432934,7.431878014503621,15.909385168481824,4.246549372656572,7.410494411527525,3.673526562988939
"Onlar göllerde küçük teknelerle yelken açar, biz ise nehirlerde kano çekeriz.",4.368583925857938,3.715939007251811,8.201060181277784,7.858254245931845,4.406306339938217,12.571192676522521
Sen bir kahve alıp gidiyorsun ama ben bir fincan kahve için oturuyorum.,4.672545930381247,16.2617017151949,10.135943830402928,34.89981252688508,17.676084425360003,10.390302174233558
"O çamaşırları hemen katlar, o ise sepette bırakır.",4.990049701936832,9.980099403873663,33.932513407933634,10.252286118120933,28.227983861579556,5.934202609760488
"Ben dışarı çıkmadan önce havayı kontrol ederim, ama sen bunu yapmadan öylece çıkarsın.",3.68437174244679,3.7298577910273503,3.59927582376646,3.9297193407553013,3.471023784089876,5.76635340136122
Faturaları online ödüyoruz ama her ay postayla kontrol ediyorlar.,29.797147054518852,16.784459625186194,28.240990488565412,9.980099403873663,7.347053125977879,9.864703138979419
"Sen her şeye şeker eklersin, ben ise tamamen kaçınırım",10.147104008451905,9.980099403873663,12.549310621989482,27.901593935858266,31.239399369202552,17.0653267718276
"O haberleri uygulama üzerinden okur, o ise gazeteden.",4.278179264606695,5.0735520042259505,5.300156689756297,13.065113298388567,9.425159511373677,5.934202609760488
"O her gün bitkileri sular, o ise bitkiler solmadan sulamayı hatırlamaz.",13.065113298388567,7.410494411527525,42.11813371894876,11.633270842295028,4.100530090638893,21.586404366478295
"Biz odadan çıkarken ışıkları kapatırız, onlar ise açık bırakır.",4.789232204309912,5.0243511979240845,16.058516370438436,5.063996506781409,4.368583925857938,5.063996506781409
